transaction_id,date,customer_id,product_category,quantity,total_amount,high_value_order
282,2023-08-25,CUST282,Electronics,4,200,False
283,2023-05-08,CUST283,Electronics,1,500,False
284,2023-02-08,CUST284,Clothing,4,200,False
285,2023-08-15,CUST285,Electronics,1,25,False
286,2023-10-09,CUST286,Electronics,2,50,False
287,2023-02-20,CUST287,Clothing,4,100,False
288,2023-01-26,CUST288,Clothing,4,120,False
289,2023-11-30,CUST289,Electronics,2,60,False
290,2023-10-04,CUST290,Beauty,2,600,False
291,2023-01-08,CUST291,Clothing,2,600,False
292,2023-02-17,CUST292,Beauty,4,1200,True
293,2023-05-02,CUST293,Electronics,3,90,False
294,2023-03-27,CUST294,Clothing,3,90,False
295,2023-07-28,CUST295,Beauty,3,900,False
296,2023-09-06,CUST296,Clothing,4,1200,True
297,2023-09-04,CUST297,Electronics,2,1000,False
298,2023-04-20,CUST298,Beauty,4,1200,True
299,2023-07-25,CUST299,Electronics,2,1000,False
300,2023-01-31,CUST300,Electronics,4,200,False
301,2023-03-26,CUST301,Clothing,4,120,False
302,2023-07-14,CUST302,Beauty,2,600,False
303,2023-01-02,CUST303,Electronics,3,90,False
304,2023-07-19,CUST304,Electronics,2,60,False
305,2023-05-16,CUST305,Beauty,1,30,False
306,2023-08-21,CUST306,Electronics,1,50,False
307,2023-05-27,CUST307,Electronics,2,50,False
308,2023-08-05,CUST308,Beauty,4,1200,True
309,2023-12-23,CUST309,Beauty,1,25,False
310,2023-10-12,CUST310,Beauty,1,25,False
311,2023-12-05,CUST311,Beauty,4,100,False
312,2023-09-07,CUST312,Clothing,4,120,False
313,2023-03-21,CUST313,Beauty,3,1500,True
314,2023-04-08,CUST314,Clothing,4,120,False
315,2023-06-01,CUST315,Clothing,2,60,False
316,2023-04-22,CUST316,Clothing,2,50,False
317,2023-01-30,CUST317,Electronics,3,90,False
318,2023-10-24,CUST318,Clothing,1,25,False
319,2023-10-05,CUST319,Clothing,1,500,False
320,2023-02-01,CUST320,Electronics,4,1200,True
321,2023-06-10,CUST321,Electronics,2,50,False
322,2023-01-30,CUST322,Electronics,1,500,False
323,2023-01-26,CUST323,Beauty,3,900,False
324,2023-10-27,CUST324,Electronics,3,150,False
325,2023-09-02,CUST325,Electronics,2,50,False
326,2023-09-15,CUST326,Clothing,3,75,False
327,2023-09-29,CUST327,Electronics,3,150,False
328,2023-03-22,CUST328,Beauty,2,100,False
329,2023-01-30,CUST329,Electronics,4,100,False
330,2023-09-18,CUST330,Beauty,4,200,False
331,2023-02-11,CUST331,Electronics,3,90,False
332,2023-04-06,CUST332,Electronics,4,1200,True
333,2023-02-05,CUST333,Electronics,4,1200,True
334,2023-11-01,CUST334,Electronics,3,900,False
335,2023-02-04,CUST335,Beauty,4,120,False
336,2023-12-12,CUST336,Beauty,3,150,False
337,2023-05-01,CUST337,Clothing,1,500,False
338,2023-07-26,CUST338,Beauty,2,100,False
339,2023-03-03,CUST339,Electronics,2,50,False
340,2023-10-19,CUST340,Clothing,4,1200,True
341,2023-05-07,CUST341,Clothing,4,200,False
342,2023-10-24,CUST342,Clothing,4,2000,True
343,2023-11-01,CUST343,Electronics,2,50,False
344,2023-01-21,CUST344,Beauty,1,30,False
345,2023-11-14,CUST345,Electronics,1,30,False
346,2023-02-11,CUST346,Clothing,2,1000,False
347,2023-08-03,CUST347,Electronics,1,25,False
348,2023-12-03,CUST348,Electronics,2,600,False
349,2023-10-26,CUST349,Beauty,1,50,False
350,2023-10-17,CUST350,Beauty,3,75,False
351,2023-09-25,CUST351,Clothing,3,90,False
352,2023-06-11,CUST352,Electronics,2,1000,False
353,2023-05-14,CUST353,Electronics,1,500,False
354,2023-04-15,CUST354,Beauty,4,200,False
355,2023-12-09,CUST355,Electronics,1,500,False
356,2023-06-10,CUST356,Electronics,3,1500,True
357,2023-05-03,CUST357,Electronics,3,75,False
358,2023-05-16,CUST358,Beauty,1,300,False
359,2023-07-22,CUST359,Clothing,1,50,False
360,2023-03-09,CUST360,Clothing,4,100,False
361,2023-12-10,CUST361,Electronics,4,1200,True
362,2023-11-27,CUST362,Clothing,1,25,False
363,2023-06-03,CUST363,Beauty,1,25,False
364,2023-08-23,CUST364,Beauty,1,500,False
365,2023-06-11,CUST365,Clothing,1,300,False
366,2023-02-07,CUST366,Clothing,2,100,False
367,2023-01-05,CUST367,Electronics,1,50,False
368,2023-08-23,CUST368,Clothing,4,1200,True
369,2023-11-15,CUST369,Electronics,3,1500,True
370,2023-10-16,CUST370,Electronics,2,60,False
371,2023-02-21,CUST371,Beauty,1,25,False
372,2023-02-07,CUST372,Beauty,3,1500,True
373,2023-10-03,CUST373,Beauty,2,600,False
374,2023-04-20,CUST374,Beauty,3,75,False
375,2023-09-17,CUST375,Clothing,1,50,False
376,2023-05-16,CUST376,Beauty,1,30,False
377,2023-03-09,CUST377,Clothing,4,200,False
378,2023-06-28,CUST378,Beauty,1,300,False
379,2023-02-05,CUST379,Clothing,1,25,False
380,2023-05-06,CUST380,Electronics,2,600,False
381,2023-07-09,CUST381,Clothing,4,100,False
382,2023-05-26,CUST382,Clothing,2,1000,False
383,2023-03-22,CUST383,Beauty,3,90,False
384,2023-08-13,CUST384,Clothing,1,500,False
385,2023-10-06,CUST385,Electronics,3,1500,True
386,2023-12-27,CUST386,Electronics,2,600,False
387,2023-06-04,CUST387,Beauty,1,30,False
388,2023-11-10,CUST388,Electronics,1,25,False
389,2023-12-01,CUST389,Clothing,2,50,False
390,2023-09-28,CUST390,Electronics,2,100,False
391,2023-01-05,CUST391,Beauty,2,50,False
392,2023-12-08,CUST392,Clothing,2,600,False
393,2023-10-11,CUST393,Beauty,2,1000,False
394,2023-06-03,CUST394,Clothing,1,500,False
395,2023-12-06,CUST395,Electronics,2,1000,False
396,2023-02-23,CUST396,Beauty,1,30,False
397,2023-03-10,CUST397,Beauty,1,25,False
398,2023-05-16,CUST398,Clothing,2,600,False
399,2023-03-01,CUST399,Beauty,2,60,False
400,2023-02-24,CUST400,Clothing,4,200,False
401,2023-10-11,CUST401,Clothing,1,300,False
402,2023-03-21,CUST402,Clothing,2,600,False
403,2023-05-20,CUST403,Clothing,2,600,False
404,2023-05-25,CUST404,Electronics,2,1000,False
405,2023-11-06,CUST405,Clothing,4,1200,True
406,2023-04-18,CUST406,Beauty,4,100,False
407,2023-06-25,CUST407,Electronics,3,900,False
408,2023-04-15,CUST408,Beauty,1,500,False
409,2023-12-18,CUST409,Electronics,3,900,False
410,2023-11-21,CUST410,Clothing,2,100,False
411,2023-05-16,CUST411,Electronics,4,200,False
412,2023-09-16,CUST412,Electronics,4,2000,True
413,2023-09-08,CUST413,Beauty,3,75,False
414,2023-05-09,CUST414,Beauty,4,100,False
415,2023-01-27,CUST415,Clothing,2,60,False
416,2023-02-17,CUST416,Electronics,4,2000,True
417,2023-11-21,CUST417,Electronics,3,900,False
418,2023-08-05,CUST418,Electronics,2,1000,False
419,2023-05-22,CUST419,Clothing,3,90,False
420,2023-01-23,CUST420,Clothing,4,2000,True
421,2023-01-02,CUST421,Clothing,3,1500,True
422,2023-06-20,CUST422,Clothing,3,90,False
423,2023-03-08,CUST423,Clothing,1,25,False
424,2023-11-23,CUST424,Beauty,4,1200,True
425,2023-05-15,CUST425,Electronics,4,120,False
426,2023-03-24,CUST426,Electronics,3,150,False
427,2023-08-15,CUST427,Electronics,1,25,False
428,2023-10-10,CUST428,Electronics,4,200,False
429,2023-12-28,CUST429,Electronics,2,50,False
430,2023-08-07,CUST430,Electronics,3,900,False
431,2023-10-15,CUST431,Electronics,4,1200,True
432,2023-01-05,CUST432,Electronics,2,1000,False
433,2023-02-27,CUST433,Beauty,4,200,False
434,2023-02-08,CUST434,Electronics,2,50,False
435,2023-12-20,CUST435,Beauty,3,900,False
436,2023-03-18,CUST436,Clothing,4,120,False
437,2023-10-07,CUST437,Electronics,4,1200,True
438,2023-01-19,CUST438,Clothing,1,30,False
439,2023-07-09,CUST439,Clothing,3,75,False
440,2023-10-26,CUST440,Clothing,2,600,False
441,2023-10-10,CUST441,Beauty,4,1200,True
442,2023-03-17,CUST442,Clothing,4,100,False
443,2023-08-09,CUST443,Clothing,2,600,False
444,2023-03-07,CUST444,Clothing,3,90,False
445,2023-01-22,CUST445,Electronics,1,300,False
446,2023-06-07,CUST446,Electronics,1,50,False
447,2023-07-06,CUST447,Beauty,4,2000,True
448,2023-01-21,CUST448,Beauty,2,60,False
449,2023-07-03,CUST449,Electronics,4,200,False
450,2023-04-18,CUST450,Beauty,2,50,False
451,2023-12-16,CUST451,Electronics,1,30,False
452,2023-05-08,CUST452,Clothing,3,1500,True
453,2023-12-08,CUST453,Clothing,2,1000,False
454,2023-02-22,CUST454,Beauty,1,25,False
455,2023-07-01,CUST455,Electronics,4,100,False
456,2023-10-14,CUST456,Electronics,2,60,False
457,2023-07-28,CUST457,Beauty,3,900,False
458,2023-11-14,CUST458,Electronics,4,100,False
459,2023-03-21,CUST459,Clothing,4,1200,True
460,2023-05-02,CUST460,Beauty,1,50,False
461,2023-03-25,CUST461,Beauty,2,1000,False
462,2023-04-01,CUST462,Electronics,4,1200,True
463,2023-07-31,CUST463,Beauty,3,1500,True
464,2023-01-13,CUST464,Electronics,2,600,False
465,2023-04-02,CUST465,Electronics,3,150,False
466,2023-06-20,CUST466,Electronics,4,100,False
467,2023-07-30,CUST467,Electronics,3,150,False
468,2023-12-09,CUST468,Electronics,1,25,False
469,2023-05-08,CUST469,Beauty,3,75,False
470,2023-05-17,CUST470,Clothing,2,1000,False
471,2023-03-23,CUST471,Clothing,3,150,False
472,2023-12-26,CUST472,Beauty,3,900,False
473,2023-02-25,CUST473,Beauty,1,50,False
474,2023-07-15,CUST474,Clothing,3,1500,True
475,2023-01-20,CUST475,Clothing,3,75,False
476,2023-08-29,CUST476,Clothing,4,2000,True
477,2023-04-24,CUST477,Clothing,4,120,False
478,2023-04-13,CUST478,Clothing,2,60,False
479,2023-08-24,CUST479,Electronics,4,1200,True
480,2023-06-29,CUST480,Beauty,4,2000,True
481,2023-06-06,CUST481,Electronics,4,1200,True
482,2023-04-27,CUST482,Clothing,4,1200,True
483,2023-04-25,CUST483,Clothing,1,30,False
484,2023-01-13,CUST484,Clothing,4,1200,True
485,2023-12-04,CUST485,Electronics,1,30,False
486,2023-04-09,CUST486,Electronics,1,25,False
487,2023-07-24,CUST487,Clothing,4,2000,True
488,2023-06-18,CUST488,Electronics,3,900,False
489,2023-05-23,CUST489,Electronics,1,30,False
490,2023-02-05,CUST490,Clothing,3,150,False
491,2023-05-23,CUST491,Electronics,3,900,False
492,2023-06-29,CUST492,Beauty,4,100,False
493,2023-11-25,CUST493,Beauty,2,50,False
494,2023-09-18,CUST494,Beauty,4,200,False
495,2023-07-24,CUST495,Beauty,2,60,False
496,2023-12-14,CUST496,Clothing,2,600,False
497,2023-10-02,CUST497,Clothing,4,120,False
498,2023-06-19,CUST498,Clothing,4,100,False
499,2023-01-15,CUST499,Beauty,2,60,False
500,2023-03-01,CUST500,Beauty,4,100,False
501,2023-05-14,CUST501,Electronics,2,60,False
502,2023-04-02,CUST502,Electronics,3,150,False
503,2023-10-25,CUST503,Beauty,4,2000,True
504,2023-05-16,CUST504,Beauty,3,150,False
505,2023-01-20,CUST505,Beauty,1,50,False
506,2023-02-25,CUST506,Beauty,3,1500,True
507,2023-11-02,CUST507,Electronics,3,1500,True
508,2023-08-11,CUST508,Beauty,2,600,False
509,2023-06-26,CUST509,Electronics,3,900,False
510,2023-06-10,CUST510,Beauty,4,200,False
511,2023-08-12,CUST511,Beauty,2,100,False
512,2023-11-07,CUST512,Beauty,1,25,False
513,2023-09-19,CUST513,Electronics,4,100,False
514,2023-03-01,CUST514,Electronics,1,300,False
515,2023-07-17,CUST515,Clothing,3,900,False
516,2023-10-23,CUST516,Beauty,4,100,False
517,2023-04-08,CUST517,Clothing,4,100,False
518,2023-05-11,CUST518,Clothing,1,30,False
519,2023-01-23,CUST519,Electronics,4,120,False
520,2023-12-29,CUST520,Electronics,4,100,False
521,2023-08-12,CUST521,Clothing,4,120,False
522,2023-01-01,CUST522,Beauty,3,1500,True
523,2023-09-24,CUST523,Electronics,1,300,False
524,2023-10-03,CUST524,Beauty,4,1200,True
525,2023-12-18,CUST525,Beauty,2,50,False
526,2023-12-10,CUST526,Clothing,2,100,False
527,2023-04-11,CUST527,Clothing,2,50,False
528,2023-07-06,CUST528,Clothing,2,60,False
529,2023-08-09,CUST529,Clothing,3,150,False
530,2023-02-05,CUST530,Electronics,4,120,False
531,2023-12-07,CUST531,Electronics,1,500,False
532,2023-06-19,CUST532,Clothing,4,120,False
533,2023-11-16,CUST533,Electronics,3,1500,True
534,2023-06-10,CUST534,Clothing,2,1000,False
535,2023-12-06,CUST535,Beauty,3,90,False
536,2023-03-05,CUST536,Beauty,4,120,False
537,2023-06-03,CUST537,Beauty,1,500,False
538,2023-09-17,CUST538,Clothing,3,150,False
539,2023-06-08,CUST539,Beauty,1,500,False
540,2023-12-08,CUST540,Electronics,3,900,False
541,2023-07-29,CUST541,Beauty,1,500,False
542,2023-06-17,CUST542,Beauty,1,50,False
543,2023-07-26,CUST543,Beauty,2,600,False
544,2023-12-23,CUST544,Electronics,1,25,False
545,2023-06-01,CUST545,Clothing,2,50,False
546,2023-10-11,CUST546,Electronics,4,200,False
547,2023-03-07,CUST547,Clothing,4,2000,True
548,2023-04-09,CUST548,Clothing,2,60,False
549,2023-08-04,CUST549,Beauty,2,100,False
550,2023-12-07,CUST550,Clothing,3,900,False
551,2023-07-14,CUST551,Electronics,3,900,False
552,2023-12-13,CUST552,Electronics,3,75,False
